seed,eps,region,case_pop,n_snps,n_train,n_test,n_ctrl,n_min,delta1,scale,lr_threshold_test_95pct,lr_power,lr_member_mean,lr_nonmember_mean,true_sig,noisy_sig,tp,precision,recall,jaccard,maf_mse,maf_mae,clip_frac,shrink_alpha
16,0.03,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,173.45132743362834,-7144.24967558087,0.14166666666666666,-7309.095518597479,-7318.320601840507,315,566,301,0.5318021201413428,0.9555555555555556,0.5189655172413793,0.3390806410774972,0.49544155748311036,0.9948979591836735,1.0
17,0.03,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,171.9298245614035,-6893.04176776629,0.008333333333333333,-7348.33174950205,-7310.189154639654,302,561,281,0.5008912655971479,0.9304635761589404,0.48281786941580757,0.3404683300341533,0.496214439155995,1.0,1.0
18,0.03,chr10_1Mb,MKK,588,120,51,165,112,5.25,175.0,-7008.392614032652,0.008333333333333333,-7402.100504502187,-7343.124080436316,313,563,292,0.5186500888099467,0.9329073482428115,0.5,0.3443106432760601,0.5008162131749379,0.9965986394557823,1.0
19,0.03,chr10_1Mb,MKK,588,120,51,165,112,5.25,175.0,-7032.694579875857,0.08333333333333333,-7413.132297699261,-7357.7743567950365,305,565,290,0.5132743362831859,0.9508196721311475,0.5,0.34458730561039363,0.5033882670944683,0.9931972789115646,1.0
20,0.03,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,173.45132743362834,-7068.628567060037,0.075,-7416.862723190176,-7419.864479386661,323,554,299,0.5397111913357401,0.9256965944272446,0.5173010380622838,0.3445184460156863,0.5021070223814866,0.9965986394557823,1.0
21,0.03,chr10_1Mb,MKK,588,120,51,165,112,5.25,175.0,-6904.548661340468,0.041666666666666664,-7239.674942909824,-7187.051807967484,317,562,296,0.5266903914590747,0.9337539432176656,0.5077186963979416,0.334332750313994,0.4902656757653746,0.9965986394557823,1.0
22,0.03,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,171.9298245614035,-7054.54679062537,0.14166666666666666,-7333.528132213314,-7382.645504237155,311,560,289,0.5160714285714286,0.9292604501607717,0.4965635738831615,0.34121874244749467,0.4969578138055434,0.9948979591836735,1.0
23,0.03,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,173.45132743362834,-6937.633314395383,0.16666666666666666,-7101.95999082741,-7138.196827746986,325,561,306,0.5454545454545454,0.9415384615384615,0.5275862068965518,0.325873780175157,0.4821773323236222,0.9982993197278912,1.0
24,0.03,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,171.9298245614035,-7119.34411850625,0.1,-7368.694034020483,-7382.850936025313,320,560,297,0.5303571428571429,0.928125,0.5094339622641509,0.3413717692729284,0.4988891188337227,0.9982993197278912,1.0
25,0.03,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,173.45132743362834,-7214.060070542917,0.09166666666666666,-7532.308353659067,-7552.366749138871,315,568,299,0.5264084507042254,0.9492063492063492,0.511986301369863,0.351287324214997,0.5076543837678659,1.0,1.0
26,0.03,chr10_1Mb,MKK,588,120,51,165,112,5.25,175.0,-7103.858349003838,0.09166666666666666,-7315.823783996152,-7357.876030967088,337,564,319,0.5656028368794326,0.9465875370919882,0.5481099656357389,0.3393988445830406,0.4947164411093761,0.9965986394557823,1.0
27,0.03,chr10_1Mb,MKK,588,120,51,165,112,5.25,175.0,-7115.832471110616,0.025,-7410.473969375833,-7418.274221466864,308,567,294,0.5185185185185185,0.9545454545454546,0.5060240963855421,0.3439737470532344,0.5017183401057022,0.9948979591836735,1.0
28,0.03,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,173.45132743362834,-7164.660018007684,0.025,-7504.90366963444,-7466.32328354273,329,560,309,0.5517857142857143,0.939209726443769,0.5327586206896552,0.3490925956458712,0.5058697943078875,0.9982993197278912,1.0
29,0.03,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,171.9298245614035,-7015.917434940702,0.225,-7142.931699378652,-7212.217355987969,321,556,299,0.5377697841726619,0.9314641744548287,0.5173010380622838,0.3270689256145463,0.48381278691967333,0.9965986394557823,1.0
0,0.1,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,51.57894736842105,-7069.900455507138,0.025,-7460.273494048878,-7397.532059104068,320,564,303,0.5372340425531915,0.946875,0.5215146299483648,0.3496891419896322,0.5050233459642705,0.9897959183673469,1.0
1,0.1,chr10_1Mb,MKK,588,120,51,165,112,5.25,52.5,-6611.844772771516,0.075,-6911.714425037869,-6866.278977589416,309,559,288,0.5152057245080501,0.9320388349514563,0.496551724137931,0.3153125294094759,0.47196745192152234,0.9897959183673469,1.0
2,0.1,chr10_1Mb,MKK,588,120,51,165,112,5.25,52.5,-7246.011636004412,0.05,-7534.566854504242,-7525.38124196293,329,561,309,0.5508021390374331,0.939209726443769,0.53184165232358,0.3525808658297152,0.5079009711914613,1.0,1.0
3,0.1,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,51.57894736842105,-6973.898764663298,0.13333333333333333,-7237.736076924554,-7252.570552268004,317,558,295,0.5286738351254481,0.9305993690851735,0.5086206896551724,0.3347489800048782,0.49185097806188244,0.9880952380952381,1.0
4,0.1,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,51.57894736842105,-6770.20677313385,0.016666666666666666,-7177.600029705193,-7105.9016875547495,302,567,287,0.5061728395061729,0.9503311258278145,0.49312714776632305,0.33216367403706076,0.48952973597567384,0.9778911564625851,1.0
5,0.1,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,51.57894736842105,-6968.775322704972,0.1,-7252.303808152208,-7263.853331333007,307,564,293,0.5195035460992907,0.9543973941368078,0.5069204152249135,0.3380211050673449,0.4940092312993131,0.9897959183673469,1.0
6,0.1,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,52.0353982300885,-7268.711209890017,0.16666666666666666,-7469.393421405601,-7524.777439438907,323,561,302,0.5383244206773619,0.934984520123839,0.5189003436426117,0.3504996768638529,0.5060678755885337,0.9897959183673469,1.0
7,0.1,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,52.0353982300885,-7741.468738753321,0.09166666666666666,-8010.198883531896,-8006.820177092432,310,567,296,0.5220458553791887,0.9548387096774194,0.5094664371772806,0.3842167924467928,0.5421691470482658,0.9880952380952381,1.0
8,0.1,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,51.57894736842105,-7026.711148674641,0.11666666666666667,-7282.28708686115,-7274.92240160585,309,557,287,0.5152603231597845,0.9288025889967637,0.49568221070811747,0.3373447471074819,0.49480850063912984,0.9897959183673469,1.0
9,0.1,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,52.0353982300885,-6872.176319389315,0.025,-7260.343976383429,-7226.474189572676,317,560,296,0.5285714285714286,0.9337539432176656,0.5094664371772806,0.3368326431389227,0.49463063363727783,0.9863945578231292,1.0
10,0.1,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,51.57894736842105,-6848.280199864525,0.10833333333333334,-7050.898344073537,-7093.7118667294035,316,562,298,0.5302491103202847,0.9430379746835443,0.5137931034482759,0.32387043188092873,0.4791299587385702,0.9897959183673469,1.0
11,0.1,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,51.57894736842105,-7222.563115611563,0.058333333333333334,-7548.783692787275,-7568.375029159767,303,566,286,0.5053003533568905,0.9438943894389439,0.49056603773584906,0.3551079479764821,0.5104350102471175,0.9897959183673469,1.0
12,0.1,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,52.0353982300885,-6961.415246673257,0.075,-7271.195342489376,-7264.175897470921,316,557,292,0.5242369838420108,0.9240506329113924,0.5025817555938038,0.3383952023698779,0.4949775468503987,0.9880952380952381,1.0
13,0.1,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,52.0353982300885,-7159.95680703546,0.03333333333333333,-7517.8265851267615,-7525.747691178741,303,562,283,0.50355871886121,0.933993399339934,0.48625429553264604,0.35147904593766294,0.5081533161570472,0.9931972789115646,1.0
14,0.1,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,52.0353982300885,-7335.185233807733,0.05,-7597.410085386898,-7570.238726609836,336,569,321,0.5641476274165202,0.9553571428571429,0.5496575342465754,0.35692456724829524,0.5142611309788768,0.9931972789115646,1.0
15,0.1,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,52.0353982300885,-6848.019123617405,0.016666666666666666,-7175.642152285106,-7202.78783690042,313,561,297,0.5294117647058824,0.9488817891373802,0.5147313691507799,0.3307983879379946,0.48728610896329233,0.9897959183673469,1.0
16,0.1,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,52.0353982300885,-7084.093307295439,0.13333333333333333,-7254.41920597878,-7264.5101439867985,315,564,300,0.5319148936170213,0.9523809523809523,0.5181347150259067,0.33672954497265606,0.49262139887383083,0.9897959183673469,1.0
17,0.1,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,51.57894736842105,-6876.496497971195,0.008333333333333333,-7328.604639388712,-7290.117025942646,302,561,281,0.5008912655971479,0.9304635761589404,0.48281786941580757,0.34026621643853316,0.4959929673120011,0.9965986394557823,1.0
18,0.1,chr10_1Mb,MKK,588,120,51,165,112,5.25,52.5,-6996.056573655649,0.008333333333333333,-7395.881171295494,-7336.118502848076,313,563,292,0.5186500888099467,0.9329073482428115,0.5,0.34331780573902604,0.49954607740418333,0.9948979591836735,1.0
19,0.1,chr10_1Mb,MKK,588,120,51,165,112,5.25,52.5,-6887.095981157914,0.06666666666666667,-7273.236920144816,-7215.955512036763,305,565,290,0.5132743362831859,0.9508196721311475,0.5,0.33877155717663493,0.497921965080324,0.9812925170068028,1.0
20,0.1,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,52.0353982300885,-7012.891748929116,0.075,-7367.969052127687,-7370.8391566169275,323,553,298,0.538878842676311,0.9226006191950464,0.5155709342560554,0.34118519093302013,0.4988150506462208,0.9931972789115646,1.0
21,0.1,chr10_1Mb,MKK,588,120,51,165,112,5.25,52.5,-6893.057457193032,0.041666666666666664,-7224.190157362796,-7173.090614863043,317,562,296,0.5266903914590747,0.9337539432176656,0.5077186963979416,0.3339794207376339,0.48953195730967447,0.9948979591836735,1.0
22,0.1,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,51.57894736842105,-6983.404282356653,0.14166666666666666,-7259.486988847628,-7308.357612132223,311,559,289,0.516994633273703,0.9292604501607717,0.4974182444061962,0.3379827398171174,0.49329782616266443,0.9863945578231292,1.0
23,0.1,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,52.0353982300885,-6899.982578368892,0.16666666666666666,-7059.074267139039,-7096.466593014035,325,560,305,0.5446428571428571,0.9384615384615385,0.5258620689655172,0.3240984980199808,0.48061768693906903,0.9948979591836735,1.0
24,0.1,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,51.57894736842105,-7076.112444995324,0.1,-7322.258450524958,-7334.196635398869,320,559,297,0.5313059033989267,0.928125,0.5103092783505154,0.339546150520129,0.4970216100736572,0.9931972789115646,1.0
25,0.1,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,52.0353982300885,-7142.894351944774,0.09166666666666666,-7457.266148138336,-7478.437271939974,315,568,299,0.5264084507042254,0.9492063492063492,0.511986301369863,0.35008946732816293,0.506556527602119,0.9897959183673469,1.0
26,0.1,chr10_1Mb,MKK,588,120,51,165,112,5.25,52.5,-7016.234646600911,0.058333333333333334,-7242.458737999687,-7285.157086283482,337,564,319,0.5656028368794326,0.9465875370919882,0.5481099656357389,0.33694641003126724,0.4923474263153631,0.9897959183673469,1.0
27,0.1,chr10_1Mb,MKK,588,120,51,165,112,5.25,52.5,-7087.599941497776,0.025,-7389.367661452755,-7395.880120307007,308,567,294,0.5185185185185185,0.9545454545454546,0.5060240963855421,0.34308318414514305,0.5002555922526273,0.9914965986394558,1.0
28,0.1,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,52.0353982300885,-7066.594913459481,0.025,-7425.346330478422,-7384.794859359381,329,560,309,0.5517857142857143,0.939209726443769,0.5327586206896552,0.346738922114706,0.5038668148939427,0.9914965986394558,1.0
29,0.1,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,51.57894736842105,-6957.672461757036,0.20833333333333334,-7098.603071925087,-7165.430145060155,321,556,299,0.5377697841726619,0.9314641744548287,0.5173010380622838,0.3266364091474669,0.4833338813255892,0.9914965986394558,1.0
0,0.3,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,17.192982456140353,-6773.84623269825,0.025,-7144.8901077840865,-7093.479946244475,320,563,302,0.5364120781527532,0.94375,0.5197934595524957,0.34096276163341077,0.497395532207571,0.9608843537414966,1.0
1,0.3,chr10_1Mb,MKK,588,120,51,165,112,5.25,17.5,-6423.803428856325,0.09166666666666666,-6723.235801589475,-6680.573245084697,309,557,287,0.5152603231597845,0.9288025889967637,0.49568221070811747,0.30819622485446607,0.4650792180574026,0.9693877551020408,1.0
2,0.3,chr10_1Mb,MKK,588,120,51,165,112,5.25,17.5,-7069.04205634282,0.05,-7356.2525377677985,-7347.692890605555,329,558,308,0.5519713261648745,0.9361702127659575,0.531951640759931,0.34796352040895656,0.5034601213390644,0.9795918367346939,1.0
3,0.3,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,17.192982456140353,-6724.756260458615,0.15,-6953.3924440819355,-6966.153338336283,317,556,295,0.5305755395683454,0.9305993690851735,0.5103806228373703,0.32706528421160547,0.4839309027685455,0.95578231292517,1.0
4,0.3,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,17.192982456140353,-6494.0200996940985,0.025,-6888.8193962863725,-6811.940968739358,302,560,284,0.5071428571428571,0.9403973509933775,0.4913494809688581,0.322056294287284,0.4793332142542826,0.9506802721088435,1.0
5,0.3,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,17.192982456140353,-6714.49002658077,0.03333333333333333,-7037.754128254544,-7050.128794633162,307,562,292,0.5195729537366548,0.9511400651465798,0.5060658578856152,0.32906071808699844,0.48573175312050554,0.967687074829932,1.0
6,0.3,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,17.345132743362832,-7162.367923573044,0.16666666666666666,-7364.331008956885,-7420.527355336661,323,560,303,0.5410714285714285,0.9380804953560371,0.5224137931034483,0.3481255531932594,0.5030247328157946,0.9795918367346939,1.0
7,0.3,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,17.345132743362832,-7564.484132616903,0.10833333333333334,-7804.451080063218,-7805.869323988704,310,566,295,0.5212014134275619,0.9516129032258065,0.5077452667814114,0.37411689877552085,0.5328024608103391,0.9710884353741497,1.0
8,0.3,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,17.192982456140353,-6847.57947761813,0.10833333333333334,-7097.826585987709,-7089.631212044073,309,556,286,0.5143884892086331,0.9255663430420712,0.4939550949913644,0.3305085498881699,0.4875792963084971,0.9710884353741497,1.0
9,0.3,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,17.345132743362832,-6653.414378630685,0.016666666666666666,-7062.7150362675475,-7023.283317391965,317,554,291,0.5252707581227437,0.917981072555205,0.5017241379310344,0.3292493316838218,0.4874735158012066,0.967687074829932,1.0
10,0.3,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,17.192982456140353,-6622.294888875331,0.18333333333333332,-6797.604251641986,-6838.780765334781,316,557,295,0.5296229802513465,0.9335443037974683,0.5103806228373703,0.31766011108781994,0.47364231443505794,0.9659863945578231,1.0
11,0.3,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,17.192982456140353,-7041.732230173107,0.06666666666666667,-7333.277923240036,-7352.482877476013,303,563,286,0.5079928952042628,0.9438943894389439,0.49310344827586206,0.3458433887303843,0.5024948568566776,0.9710884353741497,1.0
12,0.3,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,17.345132743362832,-6710.439884086703,0.08333333333333333,-7023.432065280315,-7020.90548555321,316,553,290,0.5244122965641953,0.9177215189873418,0.5008635578583766,0.3314435489451476,0.4885482361629173,0.9625850340136054,1.0
13,0.3,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,17.345132743362832,-6945.433036235432,0.025,-7301.874985742906,-7309.761315666339,303,562,283,0.50355871886121,0.933993399339934,0.48625429553264604,0.3447033905889261,0.502167533430888,0.9693877551020408,1.0
14,0.3,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,17.345132743362832,-7113.016228912462,0.058333333333333334,-7353.550663214122,-7331.712549065172,336,567,320,0.564373897707231,0.9523809523809523,0.548885077186964,0.3487379172740102,0.507027681212419,0.9710884353741497,1.0
15,0.3,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,17.345132743362832,-6715.942838042719,0.025,-7026.447187106421,-7058.6288026186885,313,560,296,0.5285714285714286,0.9456869009584664,0.512998266897747,0.3257036411388962,0.48219367697435206,0.9761904761904762,1.0
16,0.3,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,17.345132743362832,-6889.857110748985,0.13333333333333333,-7052.893311947239,-7058.247264637674,315,561,299,0.5329768270944741,0.9492063492063492,0.5181975736568457,0.3296010237863088,0.48646921643184804,0.9693877551020408,1.0
17,0.3,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,17.192982456140353,-6740.801425726431,0.016666666666666666,-7172.870241133784,-7135.303408262853,302,558,279,0.5,0.9238410596026491,0.4802065404475043,0.335024575587677,0.4910602590918241,0.9812925170068028,1.0
18,0.3,chr10_1Mb,MKK,588,120,51,165,112,5.25,17.5,-6849.483190364926,0.008333333333333333,-7240.8162845322595,-7176.406802582254,313,564,293,0.5195035460992907,0.9361022364217252,0.5017123287671232,0.3393474345873515,0.49508774638198033,0.9744897959183674,1.0
19,0.3,chr10_1Mb,MKK,588,120,51,165,112,5.25,17.5,-6682.059157344602,0.06666666666666667,-7054.866577504698,-7003.556381758364,305,564,291,0.5159574468085106,0.9540983606557377,0.5034602076124568,0.32898385445772566,0.48785003750636363,0.9591836734693877,1.0
20,0.3,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,17.345132743362832,-6896.813709479651,0.075,-7227.440582141118,-7223.297308666023,323,550,298,0.5418181818181819,0.9226006191950464,0.5182608695652174,0.33657288541541996,0.4942449722208195,0.9778911564625851,1.0
21,0.3,chr10_1Mb,MKK,588,120,51,165,112,5.25,17.5,-6723.2530968473175,0.05,-7048.111736149545,-6998.24931441563,317,561,295,0.5258467023172906,0.9305993690851735,0.5060034305317325,0.3273701722855532,0.48352587025186067,0.9778911564625851,1.0
22,0.3,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,17.192982456140353,-6800.2939864977025,0.14166666666666666,-7070.817875809749,-7121.569758803296,311,553,286,0.5171790235081374,0.9196141479099679,0.49480968858131485,0.3304374748745916,0.4861678765724447,0.9693877551020408,1.0
23,0.3,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,17.345132743362832,-6715.9805199737275,0.15,-6883.824474255754,-6928.942928370734,325,559,304,0.5438282647584973,0.9353846153846154,0.5241379310344828,0.3176446571880299,0.4745003518174426,0.9710884353741497,1.0
24,0.3,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,17.192982456140353,-6939.043870853714,0.11666666666666667,-7168.037156520138,-7185.427546207526,320,557,297,0.533213644524237,0.928125,0.5120689655172413,0.3335216385755236,0.4914073865077786,0.9795918367346939,1.0
25,0.3,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,17.345132743362832,-6929.070264550537,0.10833333333333334,-7220.811085706598,-7251.457597602611,315,565,297,0.5256637168141592,0.9428571428571428,0.5094339622641509,0.3406684950576832,0.4975128820744378,0.967687074829932,1.0
26,0.3,chr10_1Mb,MKK,588,120,51,165,112,5.25,17.5,-6655.544834148159,0.06666666666666667,-6879.500410127251,-6916.454700704567,337,560,317,0.5660714285714286,0.9406528189910979,0.5465517241379311,0.3273072658284618,0.4832194642977259,0.9540816326530612,1.0
27,0.3,chr10_1Mb,MKK,588,120,51,165,112,5.25,17.5,-6984.787424344204,0.05,-7269.416029570087,-7278.207595751906,308,566,293,0.5176678445229682,0.9512987012987013,0.504302925989673,0.33920696130503086,0.49643073991699765,0.9761904761904762,1.0
28,0.3,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,17.345132743362832,-6870.114072440792,0.025,-7221.990647921361,-7180.53025178893,329,558,307,0.5501792114695341,0.9331306990881459,0.5293103448275862,0.339763749967737,0.49754917006264615,0.9727891156462585,1.0
29,0.3,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,17.192982456140353,-6721.515059211006,0.13333333333333333,-6899.537668876658,-6958.028564679615,321,553,297,0.5370705244122965,0.9252336448598131,0.5147313691507799,0.31974884162899586,0.4772240704290052,0.9710884353741497,1.0
0,1.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,5.157894736842105,-6212.313584713782,0.03333333333333333,-6559.371410064022,-6508.829528420599,320,551,292,0.52994555353902,0.9125,0.5043177892918825,0.3165235095606068,0.47315168758499054,0.9064625850340136,1.0
1,1.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,5.25,-5961.817037483785,0.058333333333333334,-6250.441412843454,-6216.339152530118,309,547,281,0.5137111517367459,0.9093851132686084,0.48869565217391303,0.2899569514447531,0.4458796315214378,0.9200680272108843,1.0
2,1.0,chr10_1Mb,MKK,588,120,51,165,112,5.25,5.25,-6401.889129477886,0.041666666666666664,-6681.311976848207,-6684.974535622183,329,549,304,0.5537340619307832,0.9240121580547113,0.5296167247386759,0.3230286825359734,0.480590810903214,0.9149659863945578,1.0
3,1.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,5.157894736842105,-6140.501585024307,0.175,-6356.810989068177,-6369.255068947737,317,542,288,0.5313653136531366,0.9085173501577287,0.5043782837127846,0.3030070100885685,0.4586334292361052,0.8962585034013606,1.0
4,1.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,5.157894736842105,-6090.556378716208,0.03333333333333333,-6435.50747268366,-6366.325332670209,302,554,282,0.5090252707581228,0.9337748344370861,0.4912891986062718,0.3019768146685556,0.45766596574494134,0.9047619047619048,1.0
5,1.0,chr10_1Mb,MKK,588,120,51,165,114,5.157894736842105,5.157894736842105,-6203.176174582377,0.075,-6491.816991110756,-6509.703573288844,307,555,288,0.518918918918919,0.9381107491856677,0.5017421602787456,0.31204651700971336,0.46715173816468425,0.9064625850340136,1.0
6,1.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,5.20353982300885,-6527.400651109499,0.15,-6740.097593104265,-6805.07719170551,323,556,300,0.539568345323741,0.9287925696594427,0.5181347150259067,0.3224844484726573,0.4816860312244173,0.9251700680272109,1.0
7,1.0,chr10_1Mb,MKK,588,120,51,165,113,5.20353982300885,5.20353982300885,-6881.282583678099,0.1,-7155.680439929445,-7160.364965471832,310,555,290,0.5225225225225225,0.9354838709677419,0.5043478260869565,0.34741367637863785,0.50721925919345,0.9132653061224489,1.0
